자치구,교육지원청,학교급,학교명,학교_주소,위도,경도,대표_전화번호,홈페이지_URL,학교_학생수,학교_교원1인당학생수,교육복지우선지원여부_UI,위클래스_있음,전문상담교사_수,보건교사_수,진로상담실_있음,방과후교과프로그램수,방과후특기적성프로그램수
도봉구,북부교육지원청,고등학교,창동고등학교,서울특별시 도봉구 노해로62길 7(창동.창동고등학교),37.6510357712645,127.038819095625,02  -3146-0600,http://changdong.sen.hs.kr,1064,11.1,해당,있음,1,3,있음,0.0,1.0
강동구,강동송파교육지원청,고등학교,명일여자고등학교,서울특별시 강동구 명일로 350(명일동.명일여자고등학교),37.5497763325665,127.149581506712,02  -481 -8192,http://myungil.sen.hs.kr,558,10.0,미해당,있음,1,1,있음,2.0,0.0
영등포구,남부교육지원청,고등학교,영등포여자고등학교,서울특별시 영등포구 영등포로62길 13. 영등포여자고등학교  (신길동)184-3,37.5153884476796,126.915356313843,02  -843 -0479,http://ydpg.sen.hs.kr,411,8.9,미해당,있음,1,1,있음,0.0,3.0
강서구,강서양천교육지원청,고등학교,등촌고등학교,서울특별시 강서구 공항대로39길 115. 등촌고등학교 (등촌동),37.5629452192593,126.845046119983,02  -3665-6045,http://dch.sen.hs.kr,510,9.8,미해당,있음,1,1,있음,0.0,4.0
성동구,성동광진교육지원청,고등학교,경일고등학교,서울특별시 성동구 성수일로 27. 경일고등학교 (성수동1가),37.5438083798316,127.047853796815,02  -463 -3520,http://kyungil.sen.hs.kr,321,7.5,미해당,있음,1,1,있음,2.0,0.0
송파구,강동송파교육지원청,고등학교,문정고등학교,서울특별시 송파구 송이로34길 62(문정동.문정고등학교),37.4851784987927,127.126692082604,02  -406 -0061,http://mj.sen.hs.kr,775,12.1,미해당,있음,0,2,있음,1.0,1.0
강동구,강동송파교육지원청,고등학교,강일고등학교,서울특별시 강동구 아리수로98길 40(강일동),37.5638280994729,127.177903473129,02  -428 -6200,http://gang-il.sen.hs.kr,608,10.0,미해당,있음,0,1,있음,3.0,2.0
강북구,성북강북교육지원청,고등학교,삼각산고등학교,서울특별시 강북구 삼양로19길 40(미아동.삼각산고등학교),37.6162857334914,127.020107911458,02  -980 -2290,http://samgaksan.sen.hs.kr,581,9.5,해당,있음,1,1,있음,2.0,1.0
송파구,강동송파교육지원청,고등학교,잠일고등학교,서울특별시 송파구 백제고분로 21(잠실동),37.5145543759031,127.082367731592,02  -2141-2000,http://jamil.sen.hs.kr,417,8.3,미해당,있음,2,1,있음,0.0,0.0
성북구,성북강북교육지원청,고등학교,고려대학교사범대학부속고등학교,서울특별시 성북구 정릉로 161(정릉동),37.6080476933587,127.002616144531,02  -914 -7483,http://koreahi.sen.hs.kr,664,10.7,해당,있음,2,1,있음,15.0,8.0
관악구,동작관악교육지원청,고등학교,남강고등학교,서울특별시 관악구 난곡로34길 80(신림동.남강중고등학교),37.4713756726623,126.924909105757,02  -839 -1715,http://namkang.sen.hs.kr,601,10.2,해당,있음,1,1,있음,10.0,9.0
동대문구,동부교육지원청,고등학교,대광고등학교,서울특별시 동대문구 안암로 6. 대광고등학교 (신설동),37.5779549391135,127.025328234604,02  -940 -2204,http://www.dgh.hs.kr,613,13.0,미해당,있음,0,1,있음,0.0,6.0
은평구,서부교육지원청,고등학교,대성고등학교,서울특별시 은평구 갈현로29길 51-24. 대성고등학교 (갈현동),37.6222715955953,126.911258320824,02  -6252-1000,http://dae-sung.sen.hs.kr,690,10.3,미해당,있음,1,1,있음,29.0,2.0
종로구,중부교육지원청,고등학교,대신고등학교,서울특별시 종로구 사직로 9(행촌동),37.573123769216,126.96125454884,02  -736 -0317,http://daeshin.sen.hs.kr,293,6.1,미해당,있음,1,1,있음,4.0,1.0
노원구,북부교육지원청,고등학교,대진고등학교,서울특별시 노원구 공릉로62가길 47. 대진고등학교 (하계동),37.6378068538477,127.076090022542,070 -8685-3407,http://daejin.sen.hs.kr,782,11.3,미해당,있음,1,1,있음,9.0,0.0
강서구,강서양천교육지원청,고등학교,명덕고등학교,서울특별시 강서구 강서로47길 34-10. 명덕고등학교 (내발산동),37.5538694849081,126.8339773378,02  -2664-8817,http://www.myungduk.hs.kr,741,12.1,미해당,없음,0,1,있음,70.0,8.0
송파구,강동송파교육지원청,고등학교,배명고등학교,서울특별시 송파구 삼학사로 11. 배명고등학교 (삼전동),37.4976894981876,127.095811765574,070 -4014-2595,http://bm.sen.hs.kr,736,10.8,미해당,있음,1,1,있음,8.0,1.0
관악구,동작관악교육지원청,고등학교,서울미술고등학교,서울특별시 관악구 남부순환로247길 26(봉천동.서울미술고등학교),37.4766963066016,126.966748525059,02  -872 -2111,http://seoul-art.sen.hs.kr,455,12.3,미해당,있음,1,1,있음,42.0,0.0
관악구,동작관악교육지원청,고등학교,영락고등학교,서울특별시 관악구 청룡16길 25. 영락고등학교 (봉천동),37.476541242971,126.945416499639,02  -884 -1003,https://yrgo.sen.hs.kr/,510,9.4,미해당,있음,1,1,있음,12.0,1.0
중구,중부교육지원청,고등학교,장충고등학교,서울특별시 중구 동호로15길 93장충고등학교,37.5535149002283,127.006414953028,02  -2233-9990,http://www.jangchung.hs.kr,454,11.4,미해당,있음,0,1,있음,13.0,6.0
양천구,강서양천교육지원청,고등학교,한가람고등학교,서울특별시 양천구 목동서로 15한가람고등학교 (목동),37.5374620404618,126.88400754353,02  -2642-3862,http://www.hangaram.hs.kr,529,12.3,미해당,있음,0,1,있음,0.0,0.0
성북구,성북강북교육지원청,고등학교,계성고등학교,서울특별시 성북구 길음로 63. 계성고등학교 (길음동),37.6075324963563,127.020335456853,02  -728 -6100,http://gyeseong.sen.hs.kr,885,12.0,미해당,있음,1,1,있음,14.0,2.0
노원구,북부교육지원청,고등학교,대진여자고등학교,서울특별시 노원구 공릉로 438. 대진여자고등학교 (중계동),37.6461248249441,127.06719658578,02  -979 -2327,http://daejinw.sen.hs.kr,856,10.6,미해당,있음,1,1,있음,8.0,2.0
관악구,동작관악교육지원청,고등학교,미림여자고등학교,서울특별시 관악구 호암로 546. 미림여자고등학교 (신림동),37.4661018035835,126.931927855676,02  -886 -1811,http://www.mirim.hs.kr,472,9.8,미해당,있음,0,1,있음,27.0,1.0
종로구,중부교육지원청,고등학교,배화여자고등학교,서울특별시 종로구 필운대로1길 34(필운동.배화여자고등학교),37.5795440101952,126.967291871532,02  -724 -0300,http://paiwha.sen.hs.kr,446,8.6,미해당,있음,2,1,있음,19.0,0.0
용산구,중부교육지원청,고등학교,성심여자고등학교,서울특별시 용산구 원효로19길 49. 성심여자고등학교 (원효로4가),37.534209370461,126.95459335968,02  -3279-0405,http://sacredheart.sen.hs.kr,374,7.6,미해당,있음,1,1,있음,9.0,1.0
노원구,북부교육지원청,고등학교,용화여자고등학교,서울특별시 노원구 동일로 1461. 용화여자고등학교 (상계동.용화여자고등학교),37.6591313767305,127.058280693098,02  -950 -3500,http://www.yonghwa.hs.kr/,748,10.4,미해당,있음,1,1,있음,3.0,1.0
강남구,강남서초교육지원청,고등학교,은광여자고등학교,서울특별시 강남구 남부순환로359길 36(도곡동),37.4883484513575,127.035021467585,02  -3462-2005,http://eunkwang.sen.hs.kr,729,12.0,미해당,있음,0,1,있음,0.0,0.0
노원구,북부교육지원청,고등학교,혜성여자고등학교,서울특별시 노원구 노원로16길 2(하계동. 혜성여자고등학교),37.6405502075269,127.073619657657,02  -972 -4040,http://hyesung.sen.hs.kr,819,11.4,해당,있음,0,2,있음,0.0,0.0
중랑구,동부교육지원청,고등학교,혜원여자고등학교,서울특별시 중랑구 봉우재로58길 39(망우동),37.5932798745236,127.097042711299,02  -434 -6969,http://hyewon.sen.hs.kr,555,9.9,미해당,있음,1,1,있음,13.0,0.0
노원구,북부교육지원청,고등학교,경기기계공업고등학교,서울특별시 노원구 공릉로 264(하계동),37.6322400488783,127.074928451599,02  -2289-1658,http://ggmt.sen.hs.kr,633,5.5,해당,있음,1,2,있음,15.0,1.0
송파구,강동송파교육지원청,고등학교,서울인공지능고등학교,서울특별시 송파구 양산로 21(거여동),37.4916482412209,127.142085431868,02  -711 -0507,https://seoulai.sen.hs.kr,293,4.9,미해당,있음,1,1,있음,11.0,0.0
노원구,북부교육지원청,고등학교,미래산업과학고등학교,서울특별시 노원구 덕릉로82길 54(중계동),37.658779482984,127.07844069313,02  -6921-8405,http://mist.sen.hs.kr,451,6.8,해당,있음,1,1,있음,23.0,0.0
은평구,서부교육지원청,고등학교,세명컴퓨터고등학교,서울특별시 은평구 통일로92가길 33(불광동.세명컴퓨터고등학교),37.6278475739332,126.923545504491,02  -354 -1321,http://www.smc.hs.kr,420,6.2,해당,있음,1,1,있음,6.0,1.0
강서구,강서양천교육지원청,고등학교,영등포공업고등학교,서울특별시 강서구 허준로5길 15(가양동),37.5698356164942,126.850028274704,02  -2659-2981,http://www.younggong.hs.kr,302,5.4,해당,없음,0,1,있음,20.0,0.0
용산구,중부교육지원청,고등학교,서울디지텍고등학교,서울특별시 용산구 회나무로12길 27(이태원동),37.5390082541439,126.990586044119,02  -798 -3641,http://www.sdh.hs.kr,225,6.6,미해당,있음,1,1,있음,4.0,22.0
양천구,강서양천교육지원청,고등학교,대일관광고등학교,서울특별시 양천구 신정이펜1로 11. 대일관광고등학교 (신정동. 대일관광고등학교),37.5114137684075,126.834906714744,02  -6112-1757,http://daeil-tour.sen.hs.kr,307,6.7,해당,있음,0,1,있음,18.0,0.0
강북구,성북강북교육지원청,고등학교,성암국제무역고등학교,서울특별시 강북구 도봉로29길 52(미아동. 성암국제무역고등학교),37.6204135324231,127.023905892641,02  -2179-1813,http://seongam.sen.hs.kr,322,6.7,해당,있음,1,1,있음,23.0,0.0
강서구,강서양천교육지원청,중학교,여명학교,서울특별시 강서구 허준로 221-22(가양동) 허준로 221-22,37.5611125069483,126.864221559963,02  -888 -1673,http://ymschool.org,96,5.3,미해당,있음,0,0,있음,1.0,4.0
중랑구,동부교육지원청,중학교,봉화중학교,서울특별시 중랑구 망우로70길 89(망우동.봉화중학교),37.5958275306695,127.104315557629,02  -434 -0210,http://ibonghwa.sen.ms.kr,257,8.9,해당,있음,1,1,있음,5.0,7.0
중랑구,동부교육지원청,중학교,원묵중학교,서울특별시 중랑구 신내로23길 57. 원묵중학교 (묵동),37.6178416319695,127.084553885966,02  -2094-9807,http://wonmook.sen.ms.kr,779,13.4,해당,있음,0,1,있음,12.0,14.0
중랑구,동부교육지원청,중학교,송곡중학교,서울특별시 중랑구 양원역로 67(망우동. 송곡여자중고등학교),37.6065806263938,127.10537791548,02  -6493-1947,https://songgok.sen.ms.kr,196,8.5,미해당,있음,0,1,있음,11.0,7.0
동대문구,동부교육지원청,중학교,정화여자중학교,서울특별시 동대문구 홍릉로15길 50(제기동),37.586048641672,127.041070321981,02  -6495-4558,https://jhg.sen.ms.kr/,140,6.4,해당,있음,0,1,있음,5.0,1.0
서대문구,서부교육지원청,중학교,신연중학교,서울특별시 서대문구 모래내로 408(연희동),37.582676783216,126.940382004992,02  -379 -4317,http://sinyeon.sen.ms.kr,336,10.8,해당,있음,0,2,있음,0.0,5.0
마포구,서부교육지원청,중학교,아현중학교,서울특별시 마포구 마포대로 247(아현동.아현중학교),37.5564007056196,126.9565000215,02  -363 -1813,http://ahyeon.sen.ms.kr,662,11.0,해당,있음,2,1,있음,1.0,5.0
마포구,서부교육지원청,중학교,중암중학교,서울특별시 마포구 월드컵북로38길 25(중동.중암중학교),37.5724113191677,126.903368570397,070 -4672-2807,http://joongam.sen.ms.kr,631,12.1,해당,있음,1,1,있음,2.0,3.0
마포구,서부교육지원청,중학교,광성중학교,서울 마포구 신수로8길 20(신수동.광성중고등학교),37.5486975552073,126.935969575594,02  -714 -8144,http://kwangsung.sen.ms.kr,377,13.0,해당,있음,1,1,있음,0.0,4.0
마포구,서부교육지원청,중학교,동도중학교,서울특별시 마포구 백범로 139동도중학교,37.5466750773343,126.948479002412,02  -716 -5391,http://dong-do.sen.ms.kr,648,14.4,해당,있음,1,1,있음,0.0,0.0
마포구,서부교육지원청,중학교,숭문중학교,서울특별시 마포구 숭문길 99(대흥동.숭문중고등학교),37.5508909515504,126.945886852057,070 -5168-3773,http://www.soongmoon.ms.kr,502,14.8,해당,있음,0,1,있음,3.0,3.0
은평구,서부교육지원청,중학교,영락중학교,서울특별시 은평구 백련산로 134-6. 영락중학교 (응암동),37.5970976067673,126.924473357425,02  -388 -4033,http://yn.sen.ms.kr,671,14.9,해당,있음,1,1,있음,0.0,9.0
은평구,서부교육지원청,중학교,충암중학교,서울특별시 은평구 가좌로5길 5(응암동),37.5846402882465,126.921809482886,070 -5008-5736,http://www.choongam.ms.kr,835,14.4,해당,있음,1,1,있음,0.0,6.0
은평구,서부교육지원청,중학교,선일여자중학교,서울특별시 은평구 갈현로29길 27. 선일여자중학교 (갈현동),37.6203042094228,126.911993073275,02  -355 -0161,http://sunil.sen.ms.kr,341,10.3,해당,있음,1,1,있음,4.0,1.0
구로구,남부교육지원청,중학교,구로중학교,서울특별시 구로구 구로중앙로 48(구로동),37.4948597203552,126.891099914602,02  -864 -4233,http://guro.sen.ms.kr,433,9.8,해당,있음,1,1,있음,1.0,4.0
영등포구,남부교육지원청,중학교,당산중학교,서울특별시 영등포구 버드나루로 160(당산동),37.5320330761599,126.907614032983,02  -2177-9900,http://dangsan.sen.ms.kr,425,11.8,해당,있음,2,1,있음,8.0,2.0
영등포구,남부교육지원청,중학교,양화중학교,서울특별시 영등포구 당산로 56(문래동3가),37.5195479164417,126.895940834494,02  -2633-9284,http://yangwha.sen.ms.kr,615,12.8,해당,있음,0,1,있음,1.0,6.0
노원구,북부교육지원청,중학교,중계중학교,서울특별시 노원구 덕릉로76길 23(중계동),37.6556269059244,127.074900383387,02  -932 -2545,http://junggye.sen.ms.kr,885,13.4,해당,있음,1,1,있음,1.0,7.0
도봉구,북부교육지원청,중학교,창북중학교,서울특별시 도봉구 노해로62길 33(창동.창북중학교),37.6491157717023,127.038832940575,02  -907 -7006,http://changbook.sen.ms.kr,479,11.4,해당,있음,1,1,있음,2.0,5.0
노원구,북부교육지원청,중학교,을지중학교,서울특별시 노원구 덕릉로 580을지중학교(중계동),37.6497879094923,127.071708403396,02  -387 -082.,http://eulji.sen.ms.kr,721,13.6,해당,있음,0,1,있음,0.0,8.0
도봉구,북부교육지원청,중학교,정의여자중학교,서울특별시 도봉구 노해로49길 69. 정의여자중학교 (쌍문동),37.6533558400471,127.032427255133,02  -3499-5300,http://jeongeui.sen.ms.kr,295,10.2,해당,있음,1,1,있음,1.0,1.0
노원구,북부교육지원청,중학교,한국삼육중학교,서울특별시 노원구 화랑로 815. 한국삼육중학교 (공릉동),37.643357369067,127.108850343184,02  -6959-1343,http://www.36.sen.ms.kr,464,13.6,미해당,있음,1,1,있음,1.0,4.0
중구,중부교육지원청,중학교,금호여자중학교,서울특별시 중구 청구로 6. 금호여자중학교 본관동(주1) (신당동),37.558394748875,127.020846448277,070 -405 -0566,http://kumho.sen.ms.kr,0,0.0,해당,있음,0,0,있음,1.0,4.0
중구,중부교육지원청,중학교,대경중학교,서울특별시 중구 매봉18길 111(신당동),37.5563732600255,127.016979156363,02  -2235-0798,http://www.daekyeong.ms.kr,325,11.6,해당,있음,0,1,있음,8.0,9.0
종로구,중부교육지원청,중학교,대신중학교,서울특별시 종로구 사직로 9(행촌동) 대신중학교,37.573123769216,126.96125454884,02  -736 -0318,http://dae-shin.sen.ms.kr,247,8.8,해당,있음,0,1,있음,6.0,4.0
중구,중부교육지원청,중학교,장충중학교,서울특별시 중구 동호로15길 93(신당동),37.5535149002283,127.006414953028,070 -8686-7003,http://www.jangchung.ms.kr,201,8.4,해당,있음,0,1,있음,1.0,5.0
송파구,강동송파교육지원청,중학교,세륜중학교,서울특별시 송파구 양재대로72길 41(오금동. 세륜중학교),37.5089331446047,127.131246387027,02  -411 -1000,http://seryun.sen.ms.kr,341,11.4,해당,있음,0,1,있음,0.0,0.0
강동구,강동송파교육지원청,중학교,신암중학교,서울특별시 강동구 고덕로 65. 신암중학교 (암사동),37.5563616900258,127.133604335628,02  -441 -6751,http://sinam.sen.ms.kr,565,12.8,해당,있음,1,1,있음,0.0,3.0
송파구,강동송파교육지원청,중학교,잠신중학교,서울특별시 송파구 잠실로 12잠신중학교 (잠실동),37.5160817484345,127.088243186371,02  -2251-1504,http://jamsin.sen.ms.kr,1089,14.0,미해당,있음,0,3,있음,0.0,10.0
송파구,강동송파교육지원청,중학교,잠실중학교,서울특별시 송파구 올림픽로35길 130(신천동),37.5173471687295,127.09972830098,02  -418 -0586,http://jamsil.sen.ms.kr,1277,14.3,미해당,있음,1,2,있음,0.0,5.0
강동구,강동송파교육지원청,중학교,동북중학교,서울특별시 강동구 강동대로 305(둔촌동),37.5202406144077,127.139450654266,02  -477 -2280,http://dongbuk.sen.ms.kr,439,12.5,해당,있음,1,1,있음,2.0,1.0
양천구,강서양천교육지원청,중학교,목일중학교,서울특별시 양천구 목동동로8길 70(신정동. 목일중학교),37.5135084946262,126.874268759045,02  -2646-0553,http://mokil.sen.ms.kr,1300,14.8,해당,있음,1,3,있음,1.0,7.0
양천구,강서양천교육지원청,중학교,신서중학교,서울특별시 양천구 중앙로 206(신정동.신서중학교),37.5159664434699,126.855016428706,02  -2654-8011,http://sinseo.sen.ms.kr,1236,13.6,해당,있음,1,3,있음,0.0,13.0
양천구,강서양천교육지원청,중학교,양동중학교,서울특별시 양천구 목동중앙북로 49(목동.양동중학교),37.5483687522185,126.868717203675,02  -2648-3638,http://yangdong.sen.ms.kr,570,11.4,해당,있음,1,1,있음,0.0,3.0
강서구,강서양천교육지원청,중학교,화원중학교,서울특별시 강서구 강서로17나길 86(화곡동.화원중학교),37.5362140896668,126.842413481543,02  -811 -2000,http://hwawon.sen.ms.kr,588,12.8,해당,있음,0,1,있음,5.0,1.0
양천구,강서양천교육지원청,중학교,영도중학교,서울특별시 양천구 목동중앙남로 27. 영도중학교 (목동.강서고등학교),37.5363155693554,126.865771125825,02  -2643-0243,http://www.yeongdo21.sen.ms.kr,292,12.2,해당,있음,0,1,있음,0.0,6.0
양천구,강서양천교육지원청,중학교,봉영여자중학교,서울특별시 양천구 목동동로2길 68(신정동),37.5092159752312,126.86019842592,02  -2648-7123,http://bongyoung.ms.kr,513,14.7,해당,있음,0,1,있음,0.0,6.0
강남구,강남서초교육지원청,중학교,개원중학교,서울특별시 강남구 영동대로 101. 개원중학교 (개포동.개원중학교),37.4915905275033,127.071900307455,02  -3411-8321,https://gaewon.sen.ms.kr/,937,15.4,해당,있음,0,2,있음,0.0,6.0
강남구,강남서초교육지원청,중학교,대왕중학교,서울특별시 강남구 광평로20길 7(수서동),37.4834603317394,127.087338052671,02  -2226-2646,http://daewang.sen.ms.kr,901,15.3,미해당,있음,0,1,있음,0.0,9.0
강남구,강남서초교육지원청,중학교,봉은중학교,서울특별시 강남구 영동대로128길 59(삼성동),37.5189766694152,127.062389351922,02  -547 -5628,http://bongeun.sen.ms.kr,264,9.4,미해당,있음,0,2,있음,2.0,4.0
강남구,강남서초교육지원청,중학교,수서중학교,서울특별시 강남구 광평로59길 57(수서동.수서중학교),37.4912175755191,127.102355480301,02  -451 -7092,http://suseo.sen.ms.kr,547,9.3,해당,있음,0,1,있음,2.0,6.0
서초구,강남서초교육지원청,중학교,신반포중학교,서울특별시 서초구 신반포로19길 26. 신반포중학교 (반포동.신반포중학교),37.5062653180781,126.996124207907,02  -537 -6731,http://shinbanpo.sen.ms.kr,957,15.2,미해당,있음,1,1,있음,1.0,6.0
강남구,강남서초교육지원청,중학교,숙명여자중학교,서울특별시 강남구 남부순환로 2807. 숙명여자중학교(도곡동),37.4914753613052,127.052612582715,02  -6252-9208,http://sookmyung.sen.ms.kr,920,18.8,해당,있음,0,1,있음,5.0,5.0
동작구,동작관악교육지원청,중학교,강남중학교,서울특별시 동작구 대방동15길 29(대방동. 강남중학교),37.5027626308253,126.923346619702,02  -814 -5637,http://kangnam.sen.ms.kr,265,9.8,해당,있음,0,1,있음,1.0,0.0
동작구,동작관악교육지원청,중학교,국사봉중학교,서울특별시 동작구 양녕로20길 20. 국사봉중학교 (상도동),37.493532631943,126.944055659373,02  -823 -8715,http://kuksabong.sen.ms.kr,345,10.1,해당,있음,1,1,있음,0.0,2.0
관악구,동작관악교육지원청,중학교,미성중학교,서울특별시 관악구 문성로16길 40(신림동),37.4753828116217,126.912088901502,02  -860 -0900,http://misung.sen.ms.kr,439,11.6,해당,있음,2,2,있음,1.0,4.0
관악구,동작관악교육지원청,중학교,봉림중학교,서울특별시 관악구 장군봉길 72(봉천동),37.4811981682395,126.937702673305,02  -888 -1281,http://bongrim.sen.ms.kr,238,8.2,해당,있음,1,1,있음,2.0,3.0
동작구,동작관악교육지원청,중학교,숭의여자중학교,서울특별시 동작구 여의대방로36길 79. 숭의여자중학교 (대방동),37.507364139341,126.92924328346,02  -810 -7700,http://seg.sen.ms.kr,437,12.5,미해당,있음,1,1,있음,1.0,1.0
광진구,성동광진교육지원청,중학교,구의중학교,서울특별시 광진구 광나루로30길 80(화양동),37.5428503028479,127.078840375276,02  -447 -4798,http://guui.sen.ms.kr,418,11.6,해당,있음,1,1,있음,1.0,5.0
성북구,성북강북교육지원청,중학교,서울대학교사범대학부설중학교,서울특별시 성북구 월곡로 36(종암동),37.5958358987959,127.039066241267,02  -943 -5812,http://www.snu.ms.kr,577,9.5,해당,있음,0,1,있음,0.0,1.0
성북구,성북강북교육지원청,중학교,삼선중학교,서울특별시 성북구 동소문로3길 69(동소문동4가.삼선중학교),37.5917443908697,127.007872876935,02  -742 -1147,http://samseon.sen.ms.kr,340,10.3,해당,있음,1,1,있음,1.0,1.0
강북구,성북강북교육지원청,중학교,서라벌중학교,서울특별시 강북구 삼양로155길 37-9. 서라벌중학교 (우이동),37.6569840292148,127.011488328327,070 -8280-4656,http://sorabol.ms.kr,262,10.1,해당,있음,1,1,있음,1.0,4.0
영등포구,남부교육지원청,고등학교,관악고등학교,서울특별시 영등포구 영등포로6길 26(양평동2가),37.5217916605406,126.88292354628,02  -2633-5954,http://kwan-ak.sen.hs.kr,718,11.4,미해당,있음,0,1,있음,2.0,2.0
강남구,강남서초교육지원청,고등학교,압구정고등학교,서울특별시 강남구 압구정로39길 20. 압구정고등학교 (압구정동),37.5311339475008,127.032711640733,02  -549 -0213,http://apgujeong.sen.hs.kr,508,9.2,미해당,있음,1,1,있음,0.0,0.0
중랑구,동부교육지원청,고등학교,면목고등학교,서울특별시 중랑구 용마산로72길 36-14(면목동.면목고등학교),37.5846634085871,127.097270640409,02  -435 -0002,http://mmhs.sen.hs.kr,567,9.8,미해당,있음,1,1,있음,3.0,0.0
노원구,북부교육지원청,고등학교,수락고등학교,서울특별시 노원구 동일로245길 143(상계동.수락고등학교),37.6829077650293,127.053570991513,070 -4016-9000,http://surak.sen.hs.kr,511,9.3,미해당,있음,1,1,있음,0.0,2.0
관악구,동작관악교육지원청,고등학교,신림고등학교,서울특별시 관악구 문성로 119. 신림고등학교 (신림동),37.4792104943499,126.916967177377,02  -6219-8300,http://sillim.sen.hs.kr,485,10.8,해당,있음,1,1,있음,1.0,1.0
양천구,강서양천교육지원청,고등학교,신목고등학교,서울특별시 양천구 안양천로 739(신정동.신목고등학교),37.512909431854,126.873606945101,070 -872 -0501,http://shinmok.sen.hs.kr,1069,11.5,미해당,있음,1,2,있음,0.0,3.0
영등포구,남부교육지원청,고등학교,영신고등학교,서울특별시 영등포구 대방천로14길 18(신길동.영신고등학교),37.4981009442437,126.909739022671,02  -834 -6051,http://youngsin.sen.hs.kr,639,11.4,해당,있음,1,2,있음,3.0,0.0
용산구,중부교육지원청,고등학교,용산고등학교,서울특별시 용산구 두텁바위로 60(용산동2가.용산고등학교),37.5458673821179,126.980327669219,02  -3706-6700,http://yongsan.sen.hs.kr,764,9.8,미해당,있음,1,1,있음,3.0,0.0
중랑구,동부교육지원청,고등학교,태릉고등학교,서울특별시 중랑구 신내로23길 36. 태릉고등학교 (묵동),37.6189925408244,127.085819844147,02  -6211-8585,http://taereung.sen.hs.kr,733,11.3,해당,있음,1,2,있음,5.0,2.0
노원구,북부교육지원청,고등학교,월계고등학교,서울특별시 노원구 초안산로5길 66(월계동.월계고등학교),37.6316734128872,127.048388273455,02  -908 -0063,http://wg.sen.hs.kr,511,9.6,해당,있음,1,1,있음,4.0,0.0
강북구,성북강북교육지원청,고등학교,솔샘고등학교,서울특별시 강북구 인수봉로 39. 솔샘고등학교,37.6237648476803,127.012068855446,02  -982 -6104,http://solsaem.sen.hs.kr,602,10.4,미해당,있음,1,1,있음,1.0,2.0
관악구,동작관악교육지원청,고등학교,구암고등학교,서울특별시 관악구 성현로 57(봉천동.구암고등학교),37.4925540129161,126.950219161074,02  -879 -9813,https://guahm.sen.hs.kr,540,10.8,미해당,있음,1,1,있음,6.0,0.0
동대문구,동부교육지원청,고등학교,휘봉고등학교,서울특별시 동대문구 한천로 290(휘경동),37.5863723553049,127.068940658438,02  -2116-7211,http://hwibong.sen.hs.kr,479,9.8,미해당,있음,1,1,있음,6.0,0.0
서대문구,서부교육지원청,고등학교,가재울고등학교,서울특별시 서대문구 수색로 100-35(북가좌동),37.5743637013203,126.909529666957,02  -6351-0500,http://gajaeul.sen.hs.kr,659,11.4,해당,있음,1,1,있음,0.0,3.0
동작구,동작관악교육지원청,고등학교,경문고등학교,서울특별시 동작구 동작대로 171. 경문고등학교 (동작동),37.4934188575707,126.982273400501,02  -3479-3601,http://kyungmoon.hs.kr/,665,12.5,미해당,있음,1,1,있음,5.0,1.0
마포구,서부교육지원청,고등학교,경성고등학교,서울특별시 마포구 성미산로 111. 경성고등학교 (연남동),37.563510635781,126.919166278819,02  -3140-1244,http://gyeongseong.sen.hs.kr,598,10.1,미해당,있음,1,2,있음,0.0,7.0
강동구,강동송파교육지원청,고등학교,광문고등학교,서울특별시 강동구 동남로 968광문고등학교 (고덕동),37.5604616297792,127.158546528744,02  -427 -2872,http://www.gwangmun.com,1218,14.7,미해당,있음,1,1,있음,8.0,3.0
양천구,강서양천교육지원청,고등학교,광영고등학교,서울특별시 양천구 남부순환로30길 17(신월동.광영고등학교),37.5371981027922,126.823275879439,02  -2650-2035,http://ky.hs.kr,850,11.0,해당,있음,1,1,있음,5.0,1.0
은평구,서부교육지원청,고등학교,선정고등학교,서울특별시 은평구 서오릉로20길 19. 선정고등학교 (갈현동),37.6187045126614,126.909031611714,02  -3156-1732,http://www.sunjung.hs.kr,1079,12.5,해당,있음,0,1,있음,31.0,4.0
강북구,성북강북교육지원청,고등학교,신일고등학교,서울특별시 강북구 솔매로49길 20(미아동),37.627967222367,127.028403050284,02  -944 -9900,http://www.shin-il.hs.kr,972,14.7,미해당,있음,0,1,있음,51.0,8.0
강서구,강서양천교육지원청,고등학교,영일고등학교,서울특별시 강서구 등촌로51가길 26. 영일고등학교 (등촌동),37.5472872620345,126.86205890011,02  -2653-8134,https://youngil.sen.hs.kr,647,10.0,미해당,있음,1,1,있음,9.0,0.0
은평구,서부교육지원청,고등학교,충암고등학교,서울특별시 은평구 가좌로5길 5(응암동),37.5846402882465,126.921809482886,02  -309 -0236,http://www.cham.sen.hs.kr,1024,11.8,해당,있음,1,2,있음,7.0,0.0
노원구,북부교육지원청,고등학교,한국삼육고등학교,서울특별시 노원구 화랑로 815(공릉동),37.643357369067,127.108850343184,02  -6395-3636,http://www.sahmyook.hs.kr,446,9.3,미해당,있음,1,1,있음,4.0,0.0
강서구,강서양천교육지원청,고등학교,화곡고등학교,서울특별시 강서구 강서로45길 69. 화곡고등학교 (내발산동),37.547936112544,126.831535677751,070 -8277-2900,http://hwagok.sen.hs.kr,685,11.4,해당,있음,0,1,있음,25.0,0.0
