자치구,교육지원청,학교급,학교명,학교_주소,위도,경도,대표_전화번호,홈페이지_URL,학교_학생수,학교_교원1인당학생수,교육복지우선지원여부_UI,위클래스_있음,전문상담교사_수,보건교사_수,진로상담실_있음,방과후교과프로그램수,방과후특기적성프로그램수
광진구,성동광진교육지원청,중학교,대원국제중학교,서울특별시 광진구 용마산로22길 26. 대원국제중학교 (중곡동),37.5624502219725,127.089376716312,02  -2204-1596,http://daewon.ms.kr,499,14.7,미해당,있음,0,1,있음,31.0,11.0
성북구,성북강북교육지원청,중학교,석관중학교,서울특별시 성북구 한천로 526(석관동.석관중학교),37.608121575175,127.06671820308,02  -962 -2276,http://seokgwan.sen.ms.kr,537,11.2,해당,있음,1,1,있음,0.0,1.0
성북구,성북강북교육지원청,중학교,종암중학교,서울특별시 성북구 종암로5길 80-17(종암동.종암중학교),37.5929705982623,127.031747584508,02  -928 -7041,http://jongam.sen.ms.kr,445,10.3,해당,있음,1,2,있음,0.0,1.0
성북구,성북강북교육지원청,중학교,숭곡중학교,서울특별시 성북구 종암로 208. 숭곡중학교 (하월곡동),37.6085534574833,127.03124026118,02  -912 -7572,http://soonggok.sen.ms.kr,609,11.9,해당,있음,0,1,있음,1.0,2.0
성북구,성북강북교육지원청,중학교,고명중학교,서울특별시 성북구 북악산로 870(돈암동.고명중학교),37.597674141541,127.019187491701,02  -926 -2837,http://www.komyung.sen.ms.kr,425,14.7,해당,없음,0,1,있음,1.0,2.0
성북구,성북강북교육지원청,중학교,남대문중학교,서울특별시 성북구 한천로 660-30(장위동. 남대문중학교),37.6185360086599,127.055981121102,02  -942 -3184,http://www.namdaemoon.ms.kr,477,11.4,해당,있음,0,1,있음,2.0,5.0
성북구,성북강북교육지원청,중학교,동구여자중학교,서울특별시 성북구 성북로8길 71(성북동.동구여자중학교),37.5941065881018,127.008215538987,02  -762 -1304,http://www.dong-gu.ms.kr,262,8.7,해당,있음,0,2,있음,1.0,1.0
강북구,성북강북교육지원청,중학교,성암여자중학교,서울특별시 강북구 도봉로29길 52(미아동.성암여자중학교),37.6204135324231,127.023905892641,02  -2179-1713,http://seongam.sen.ms.kr,333,11.5,해당,있음,0,1,있음,5.0,6.0
성북구,성북강북교육지원청,중학교,한성여자중학교,서울특별시 성북구 삼선교로16길 118. 한성여자중학교 (삼선동2가),37.5819996035219,127.011312749775,02  -742 -2542,http://hansunggm.net/,348,11.6,해당,있음,1,1,있음,0.0,0.0
영등포구,남부교육지원청,고등학교,대영고등학교,서울특별시 영등포구 도림로86길 16(신길동. 대영고등학교),37.5036530645899,126.905518076656,02  -840 -8604,http://dy.sen.hs.kr,742,11.6,미해당,있음,2,1,있음,0.0,4.0
성북구,성북강북교육지원청,고등학교,석관고등학교,서울특별시 성북구 한천로70길 30. 석관고등학교 (석관동),37.6095613532,127.066723339865,02  -958 -1165,http://seokgwan.sen.hs.kr,701,9.7,해당,있음,0,1,있음,3.0,1.0
중랑구,동부교육지원청,고등학교,중화고등학교,서울특별시 중랑구 봉화산로27길 62(중화동. 중화고등학교),37.6048146052263,127.083654104942,02  -491 -6807,http://jung-hwa.sen.hs.kr,572,11.0,해당,있음,0,1,있음,3.0,2.0
강남구,강남서초교육지원청,고등학교,경기여자고등학교,서울특별시 강남구 삼성로 29. 경기여자고등학교 (개포동),37.4869545236322,127.06612364407,02  -573 -6797,http://kgg.sen.hs.kr,1135,11.2,미해당,있음,0,2,있음,2.0,1.0
성동구,성동광진교육지원청,고등학교,무학여자고등학교,서울특별시 성동구 고산자로 197무학여자고등학교,37.5576263308862,127.033880902274,02  -2200-1884,http://muhak.sen.hs.kr,475,9.0,미해당,있음,1,1,있음,10.0,5.0
도봉구,북부교육지원청,고등학교,누원고등학교,서울특별시 도봉구 마들로 849. 누원고등학교 (도봉동),37.6855689580624,127.049932683549,02  -3492-7595,http://noowon.sen.hs.kr,372,8.7,미해당,있음,1,1,있음,0.0,0.0
도봉구,북부교육지원청,고등학교,효문고등학교,서울특별시 도봉구 우이천로 432(쌍문동.효문중 고등학교),37.6526987118348,127.0184004627,070 -4022-3605,http://hyomun.sen.hs.kr,424,8.3,해당,있음,1,1,있음,5.0,0.0
성동구,성동광진교육지원청,고등학교,성수고등학교,서울특별시 성동구 서울숲길 18. 성수고등학교 (성수동1가),37.5473418143935,127.038253431317,02  -461 -2276,http://seongsu.sen.hs.kr,473,9.5,미해당,있음,1,1,있음,0.0,0.0
송파구,강동송파교육지원청,고등학교,문현고등학교,서울특별시 송파구 충민로 115(장지동),37.4813135489878,127.128762268141,02  -6951-8704,http://munhyeon.sen.hs.kr,596,10.6,해당,있음,1,1,있음,0.0,0.0
종로구,중부교육지원청,고등학교,경신고등학교,서울특별시 종로구 혜화로 74(혜화동.경신중고등학교),37.5922022663657,126.999531005507,02  -762 -0393,http://kyungshin.sen.hs.kr,449,9.8,미해당,있음,1,1,있음,23.0,2.0
강남구,강남서초교육지원청,고등학교,단국대학교사범대학부속고등학교,서울특별시 강남구 도곡로64길 21. 단대부고  (대치동),37.4956174948977,127.057768228297,02  -2191-2604,http://dan-kook.sen.hs.kr,1144,13.8,미해당,있음,0,1,있음,0.0,0.0
종로구,중부교육지원청,고등학교,동성고등학교,서울특별시 종로구 대학로 156(혜화동.동성중고교),37.5849699592551,127.003097645534,02  -3671-9197,http://www.dongsung.hs.kr,617,10.8,미해당,있음,1,1,있음,6.0,4.0
용산구,중부교육지원청,고등학교,배문고등학교,서울특별시 용산구 효창원로 258(서계동),37.5499187190496,126.963904100329,02  -3480-7100,http://www.baemoon.hs.kr,321,7.3,미해당,있음,1,1,있음,11.0,2.0
양천구,강서양천교육지원청,고등학교,양정고등학교,서울특별시 양천구 안양천로 1039(목동.양정고등학교),37.5353922607054,126.887734285049,02  -2649-7071,http://www.yangchung.hs.kr,1069,14.8,미해당,있음,0,1,있음,0.0,0.0
노원구,북부교육지원청,고등학교,재현고등학교,서울특별시 노원구 덕릉로82길 64. 재현고등학교 (중계동),37.6612906377296,127.080799772038,02  -932 -4811,http://jaehyun.sen.hs.kr,770,11.0,미해당,있음,1,1,있음,9.0,4.0
강서구,강서양천교육지원청,고등학교,한서고등학교,서울특별시 강서구 양천로11길 47(방화동. 한서고등학교),37.5747927037293,126.808143937842,02  -2662-0021,http://hanseo.sen.hs.kr,627,11.0,미해당,있음,0,1,있음,2.0,2.0
강동구,강동송파교육지원청,고등학교,한영고등학교,서울특별시 강동구 동남로 832(상일동. 한영고등학교),37.5490844724681,127.156927612469,02  -6954-1634,http://hanyoung.sen.hs.kr,1228,14.6,미해당,있음,1,2,있음,34.0,10.0
강남구,강남서초교육지원청,고등학교,현대고등학교,서울특별시 강남구 압구정로 127(압구정동),37.5254804993365,127.022377298509,02  -546 -6323,http://hyundai.hs.kr,1105,14.5,미해당,있음,1,1,있음,3.0,0.0
동대문구,동부교육지원청,고등학교,경희여자고등학교,서울특별시 동대문구 경희대로 26. 경희여자고등학교  (회기동.경희대학교),37.5939491407769,127.054890960564,02  -966 -1248,http://kyunghee.sen.hs.kr,384,8.9,미해당,있음,1,2,있음,2.0,5.0
종로구,중부교육지원청,고등학교,덕성여자고등학교,서울특별시 종로구 율곡로3길 50. 덕성여자고등학교 (안국동),37.5777608153459,126.983558137257,02  -734 -6871,http://duksung.sen.hs.kr,532,10.0,미해당,있음,0,1,있음,3.0,2.0
강서구,강서양천교육지원청,고등학교,덕원여자고등학교,서울특별시 강서구 강서로45길 91-44. 덕원여자고등학교 (내발산동),37.5486225773288,126.829024518952,02  -2660-7808,http://www.deokwon.hs.kr,844,10.4,미해당,있음,1,1,있음,6.0,0.0
종로구,중부교육지원청,고등학교,상명대학교사범대학부속여자고등학교,서울특별시 종로구 홍지문2길 20(홍지동.상명대학교),37.604108905882,126.955159496571,02  -396 -6300,http://sangmyung-agh.sen.hs.kr,294,7.4,미해당,있음,1,1,있음,3.0,0.0
서초구,강남서초교육지원청,고등학교,세화여자고등학교,서울특별시 서초구 신반포로 56-7(반포동. 세화여자고등학교),37.5019964569165,126.994230013893,02  -594 -4886,https://sehwags.sen.hs.kr/,1086,14.5,미해당,있음,1,1,있음,4.0,0.0
강남구,강남서초교육지원청,고등학교,진선여자고등학교,서울특별시 강남구 선릉로85길 27(진선여자고등학교.역삼동),37.5023028920315,127.048286565491,02  -2148-0407,https://jinseon.sen.hs.kr,904,12.4,미해당,없음,0,1,있음,1.0,13.0
동대문구,동부교육지원청,고등학교,휘경여자고등학교,서울특별시 동대문구 한천로 247(휘경동.휘경여자고등학교),37.5819005156881,127.067434080061,02  -2245-2307,http://hwikyung.sen.hs.kr,621,10.4,미해당,있음,1,1,있음,6.0,1.0
동대문구,동부교육지원청,고등학교,해성여자고등학교,서울특별시 동대문구 전농로20길 31(전농동.해성여자고등학교),37.5818725994505,127.056976879173,02  -6077-4244,http://haesung-g.sen.hs.kr,681,11.5,해당,있음,1,1,있음,15.0,3.0
은평구,서부교육지원청,고등학교,하나고등학교,서울특별시 은평구 연서로 535(진관동. 하나고등학교),37.6416375903135,126.936930247565,02  -6913-1704,http://www.hana.hs.kr,614,10.8,미해당,있음,1,1,있음,0.0,0.0
송파구,강동송파교육지원청,고등학교,서울체육고등학교,서울특별시 송파구 강동대로 232. 서울체육고등학교 (방이동),37.5223303821085,127.129822552593,02  -2140-9801,http://seoul-ph.sen.hs.kr,329,7.2,미해당,있음,1,1,있음,0.0,0.0
종로구,중부교육지원청,고등학교,서울과학고등학교,서울특별시 종로구 혜화로 63(명륜1가),37.5915480465968,126.998436321282,02  -740 -6299,http://www.sshs.hs.kr,378,4.2,미해당,있음,1,1,있음,7.0,0.0
종로구,중부교육지원청,고등학교,서울예술고등학교,서울특별시 종로구 평창문화로 70(평창동),37.6057079931502,126.967906461707,02  -2287-0505,http://www.yego.or.kr,1038,20.4,미해당,없음,0,1,있음,0.0,262.0
동작구,동작관악교육지원청,고등학교,서울공업고등학교,서울특별시 동작구 대방동1길 46. 서울공업고등학교 (대방동),37.5019012578828,126.922363030415,02  -2025-6700,http://seoul-th.sen.hs.kr,734,6.6,해당,있음,0,2,있음,26.0,10.0
동대문구,동부교육지원청,고등학교,서울반도체고등학교,서울특별시 동대문구 겸재로 21. 서울반도체고등학교 (휘경동),37.5851530128648,127.069450940954,02  -2230-9885,https://ssc.sen.hs.kr/,77,2.5,미해당,있음,1,1,있음,5.0,8.0
구로구,남부교육지원청,고등학교,유한공업고등학교,서울특별시 구로구 경인로 8(항동),37.4879765968891,126.823290699072,02  -2610-0991,http://yuhan.sen.hs.kr,422,6.6,해당,있음,1,1,있음,11.0,0.0
은평구,서부교육지원청,고등학교,은평메디텍고등학교,서울특별시 은평구 진관2로 57-57(진관동.은평메디텍고등학교),37.6353465248875,126.929704776155,070 -4020-6885,https://eunpyeong.sen.hs.kr,353,6.2,해당,있음,1,1,있음,9.0,0.0
중구,중부교육지원청,고등학교,한양공업고등학교,서울특별시 중구 을지로 299(신당동. 한양공업고등학교),37.5658716036039,127.011443307588,02  -2238-5181,http://hanyang.sen.hs.kr,494,6.1,해당,있음,1,1,있음,5.0,1.0
중구,중부교육지원청,고등학교,서울의료보건고등학교,서울특별시 중구 만리재로37길 30. 서울의료보건고등학교 (만리동1가),37.5573014220873,126.966720436586,02  -392 -8888,http://smh.sen.hs.kr,276,7.7,해당,있음,1,1,있음,8.0,13.0
강서구,강서양천교육지원청,고등학교,서울신정고등학교,서울특별시 강서구 등촌로13아길 20(화곡동. 서울신정고등학교),37.5384117486135,126.85717155125,02  -2644-3543,http://shinjeong.sen.hs.kr,329,6.3,해당,있음,1,1,있음,6.0,1.0
송파구,강동송파교육지원청,고등학교,일신여자상업고등학교,서울특별시 송파구 송파대로38길 8(송파동.일신여자상업고등학교),37.5017941334924,127.114241325581,02  -2140-8231,http://ilshin.sen.hs.kr,404,7.8,해당,있음,0,1,있음,12.0,0.0
중랑구,동부교육지원청,고등학교,이화여자대학교병설미디어고등학교,서울특별시 중랑구 망우로73길 56(망우동. 이화여대병설미디어고등학교.영란여중학교),37.6031323992803,127.105332396209,02  -2209-0142,http://www.ewhamedia.hs.kr,468,8.5,해당,있음,0,1,있음,18.0,0.0
종로구,중부교육지원청,중학교,종로산업정보학교,서울특별시 종로구 종로58길 28(숭인동. 종로산업정보학교),37.5725712502565,127.017188742529,02  -2237-0465,http://jongno.sen.hs.kr,0,0.0,미해당,있음,0,1,있음,1.0,4.0
동대문구,동부교육지원청,중학교,청량중학교,서울특별시 동대문구 왕산로 301(청량리동),37.5882192071931,127.050622549806,02  -966 -4284,http://cheongryang.sen.ms.kr,392,10.1,해당,있음,1,1,있음,7.0,1.0
동대문구,동부교육지원청,중학교,휘경중학교,서울특별시 동대문구 망우로18나길 20(휘경동.휘경중학교),37.5870929876308,127.061746113577,02  -2244-1359,http://hwigyong.sen.ms.kr,286,11.0,해당,있음,0,1,있음,6.0,0.0
동대문구,동부교육지원청,중학교,경희여자중학교,서울특별시 동대문구 경희대로 26(회기동),37.5939491407769,127.054890960564,02  -6072-1888,http://kyungheegls.sen.ms.kr,383,12.0,해당,있음,0,1,있음,4.0,7.0
동대문구,동부교육지원청,중학교,휘경여자중학교,서울특별시 동대문구 한천로 247휘경여자중학교 (휘경동),37.5819005156881,127.067434080061,070 -4393-7173,http://hwikyung.sen.ms.kr,477,14.0,해당,있음,1,1,있음,0.0,0.0
서대문구,서부교육지원청,중학교,서연중학교,서울특별시 서대문구 연희로11마길 9-6(연희동),37.5682162296874,126.927137653568,02  -332 -7376,http://seoyun.sen.ms.kr,332,11.4,해당,있음,1,1,있음,1.0,2.0
은평구,서부교육지원청,중학교,연서중학교,서울특별시 은평구 증산서길 125-6(증산동.연서중학교),37.587027156188,126.909283597865,02  -6715-8000,http://yeonseo.sen.ms.kr,138,7.3,해당,있음,0,1,있음,0.0,0.0
서대문구,서부교육지원청,중학교,홍은중학교,서울특별시 서대문구 연희로41길 94(홍은동),37.5918915088396,126.935752441047,02  -3216-0512,http://hongeun.sen.ms.kr,331,11.0,해당,있음,0,2,있음,2.0,4.0
마포구,서부교육지원청,중학교,창천중학교,서울특별시 마포구 백범로1길 56(노고산동),37.5549178201995,126.939295148137,02  -701 -9595,https://changchun.sen.ms.kr,335,10.5,해당,있음,0,1,있음,0.0,3.0
서대문구,서부교육지원청,중학교,명지중학교,서울특별시 서대문구 명지2길 56(홍은동),37.5849113531243,126.927090249447,02  -302 -7072,http://myongji.sen.ms.kr,805,13.6,해당,있음,1,1,있음,6.0,8.0
은평구,서부교육지원청,중학교,숭실중학교,서울특별시 은평구 은평터널로7길 6(신사동),37.5932748232178,126.902403937432,02  -373 -7641,https://soongsil.sen.ms.kr/,409,12.4,해당,있음,0,1,있음,0.0,13.0
서대문구,서부교육지원청,중학교,동명여자중학교,서울특별시 서대문구 독립문로 49(천연동),37.5686154223912,126.962252871841,02  -363 -5043,http://www.dongmyunggirls.ms.kr,239,9.6,해당,있음,0,1,있음,3.0,2.0
구로구,남부교육지원청,중학교,구일중학교,서울특별시 구로구 구일로 90-133(구로동),37.4953009067244,126.873770176593,02  -2107-9103,http://guil.sen.ms.kr,542,12.9,해당,있음,0,1,있음,4.0,8.0
영등포구,남부교육지원청,중학교,당산서중학교,서울특별시 영등포구 당산로41길 12(당산동5가),37.5324839425003,126.898825095957,02  -2676-0962,http://dangsanseo.sen.ms.kr,475,12.2,해당,있음,0,1,있음,0.0,2.0
영등포구,남부교육지원청,중학교,윤중중학교,서울특별시 영등포구 여의동로3길 3. 윤중중학교 (여의도동),37.518930212016,126.924123155746,02  -780 -8842,http://yunjung.sen.ms.kr,496,11.5,해당,있음,2,1,있음,4.0,5.0
노원구,북부교육지원청,중학교,녹천중학교,서울특별시 노원구 월계로 376(월계동. 녹천중학교),37.6310791072444,127.061742156935,02  -978 -4592,http://nokcheon.sen.ms.kr,367,12.2,해당,있음,1,1,있음,0.0,4.0
도봉구,북부교육지원청,중학교,도봉중학교,서울특별시 도봉구 마들로 671(도봉동.도봉중학교),37.6708838426227,127.045871656464,02  -954 -4117,http://dobong.sen.ms.kr,273,9.8,해당,있음,1,1,있음,0.0,3.0
도봉구,북부교육지원청,중학교,신방학중학교,서울특별시 도봉구 시루봉로 156. 신방학중학교 (방학동),37.6641404281763,127.028898968518,02  -956 -8234,http://sbh.sen.ms.kr,456,11.7,해당,있음,1,1,있음,0.0,3.0
노원구,북부교육지원청,중학교,월계중학교,서울특별시 노원구 월계로45가길 54(월계동),37.6311311432951,127.052320262288,02  -993 -3115,http://wolgye.sen.ms.kr,279,10.0,해당,있음,0,1,있음,0.0,1.0
도봉구,북부교육지원청,중학교,선덕중학교,서울특별시 도봉구 시루봉로 53. 선덕중학교 (쌍문동),37.6562750160952,127.026703057445,02  -993 -4112,http://sunduck.sen.ms.kr,694,14.8,해당,있음,1,1,있음,6.0,8.0
노원구,북부교육지원청,중학교,염광중학교,서울특별시 노원구 월계로45가길 9.01874 (월계동),,,02  -906 -8881,http://yumkwang.sen.ms.kr,319,11.8,해당,있음,0,1,있음,7.0,12.0
종로구,중부교육지원청,중학교,경신중학교,서울특별시 종로구 혜화로 74(혜화동.경신중고등학교),37.5922022663657,126.999531005507,02  -762 -0390,https://ksms.sen.ms.kr,211,8.1,해당,있음,1,1,있음,0.0,6.0
송파구,강동송파교육지원청,중학교,방이중학교,서울특별시 송파구 오금로11길 64(방이동.방이중학교),37.5149508047144,127.113373673739,02  -2152-7111,http://bangi.sen.ms.kr,335,10.5,해당,있음,0,1,있음,0.0,3.0
강동구,강동송파교육지원청,중학교,천호중학교,서울특별시 강동구 상암로 153(천호동),37.5465192580007,127.139697961268,02  -470 -7075,http://cheonho.sen.ms.kr,428,10.2,해당,있음,1,1,있음,0.0,2.0
송파구,강동송파교육지원청,중학교,해누리중학교,서울특별시 송파구 송파대로37길 95. 해누리중학교 (가락동),37.4984115921213,127.102124196858,02  -3469-4800,http://haenuri.sen.ms.kr,855,14.3,미해당,있음,2,1,있음,0.0,4.0
송파구,강동송파교육지원청,중학교,서울체육중학교,서울특별시 송파구 강동대로 232. 서울체육중학교 (방이동),37.5223303821085,127.129822552593,02  -2140-9801,http://cheyuk.sen.ms.kr/,172,10.1,해당,있음,0,0,있음,1.0,2.0
강서구,강서양천교육지원청,중학교,공항중학교,서울특별시 강서구 방화대로 241(공항동),37.5621745590982,126.814808958668,02  -2662-0471,http://gonghang.sen.ms.kr,575,11.7,해당,있음,1,1,있음,1.0,4.0
강서구,강서양천교육지원청,중학교,삼정중학교,서울특별시 강서구 금낭화로 210(방화동.삼정중학교),37.5812950426769,126.810295495513,02  -2666-6033,http://samjeong.sen.ms.kr,290,9.4,해당,있음,1,1,있음,2.0,7.0
양천구,강서양천교육지원청,중학교,신원중학교,서울특별시 양천구 가로공원로55길 19(신월동.신원중학교),37.5370924963028,126.82484194889,02  -2699-0183,http://shinwon.sen.ms.kr,232,8.3,해당,있음,1,1,있음,1.0,3.0
양천구,강서양천교육지원청,중학교,양강중학교,서울특별시 양천구 중앙로 319(신월동),37.5249101622153,126.849620267451,02  -2691-0869,http://yangkang.sen.ms.kr,804,11.3,해당,있음,1,1,있음,3.0,4.0
강서구,강서양천교육지원청,중학교,염창중학교,서울특별시 강서구 양천로67가길 83(염창동.염창중학교),37.5542640665682,126.871747328101,02  -3661-9756,http://yumchang.sen.ms.kr,815,13.1,해당,있음,1,1,있음,6.0,6.0
강서구,강서양천교육지원청,중학교,명덕여자중학교,서울특별시 강서구 강서로47길 34-10(내발산동),37.5538694849081,126.8339773378,02  -2664-8813,http://myungduk.sen.ms.kr,536,14.9,해당,있음,1,1,있음,3.0,0.0
서초구,강남서초교육지원청,중학교,경원중학교,서울특별시 서초구 신반포로33길 39(잠원동.경원중학교),37.5115815961934,127.009018254738,02  -593 -6578,http://gyeongwon.sen.ms.kr,1066,14.8,해당,있음,1,1,있음,0.0,8.0
강남구,강남서초교육지원청,중학교,신사중학교,서울특별시 강남구 압구정로 123(압구정동.신사중학교),37.5246515742682,127.020918846207,02  -541 -1062,http://sinsa.sen.ms.kr,339,10.6,해당,있음,0,1,있음,3.0,3.0
강남구,강남서초교육지원청,중학교,역삼중학교,서울특별시 강남구 도곡로43길 10(역삼동.역삼중학교),37.4959294910052,127.04861289161,02  -558 -1501,http://yeoksam.sen.ms.kr,1178,15.9,해당,있음,2,2,있음,1.0,8.0
강남구,강남서초교육지원청,중학교,세곡중학교,서울특별시 강남구 자곡로 81(자곡동. 세곡중학교),37.4719648659665,127.092583750444,02  -2040-2900,http://segok.sen.ms.kr,1082,14.6,해당,있음,0,2,있음,1.0,14.0
서초구,강남서초교육지원청,중학교,서문여자중학교,서울특별시 서초구 동광로12길 84(방배동),37.4889197255873,126.984545759343,02  -3015-3600,http://suhmoon.sen.ms.kr,610,13.6,해당,있음,1,1,있음,0.0,10.0
강남구,강남서초교육지원청,중학교,은성중학교,서울특별시 강남구 남부순환로359길 36(도곡동. 은광여자고등학교. 은성중학교),37.4883484513575,127.035021467585,02  -3462-2005,http://www.eunseong.ms.kr,495,16.5,해당,있음,0,1,있음,0.0,5.0
강남구,강남서초교육지원청,중학교,국립국악중학교,서울특별시 강남구 개포로22길 65. 국립국악중고등학교 (개포동),37.4762397420077,127.051213825746,02  -3460-0500,http://gugak.sen.ms.kr,325,8.6,미해당,있음,1,1,있음,1.0,4.0
동작구,동작관악교육지원청,중학교,사당중학교,서울특별시 동작구 사당로9가길 58. 사당중학교 (사당동),37.4877611854985,126.968540661313,02  -537 -7157,http://sadang.sen.ms.kr,469,12.0,해당,있음,0,2,있음,0.0,3.0
동작구,동작관악교육지원청,중학교,강현중학교,서울특별시 동작구 상도로13라길 22. 강현중학교 (상도동),37.5031159857549,126.930756309893,02  -815 -3939,http://sganghyeon.sen.ms.kr,330,10.0,해당,있음,0,1,있음,2.0,3.0
관악구,동작관악교육지원청,중학교,구암중학교,서울특별시 관악구 성현로 53(봉천동),37.4927662360841,126.949035651603,02  -881 -2900,http://guahm.sen.ms.kr,1063,13.5,해당,있음,1,2,있음,9.0,11.0
관악구,동작관악교육지원청,중학교,광신중학교,서울특별시 관악구 광신길 141. 광신중학교 (신림동),37.4644762024804,126.925940565455,02  -881 -8508,http://kwangshin.sen.ms.kr,252,10.5,해당,있음,1,1,있음,2.0,6.0
동작구,동작관악교육지원청,중학교,동양중학교,서울특별시 동작구 흑석로9길 94. 동양중학교  (흑석동),37.5102231403469,126.957477481379,02  -814 -9652,https://dongyang.sen.ms.kr,355,10.8,해당,있음,0,1,있음,5.0,2.0
광진구,성동광진교육지원청,중학교,광진중학교,서울특별시 광진구 뚝섬로64길 45(자양동.광진중학교),37.5322195901849,127.090162126057,02  -447 -2886,http://gwangjin.sen.ms.kr,244,9.8,해당,있음,0,1,있음,1.0,3.0
광진구,성동광진교육지원청,중학교,자양중학교,서울특별시 광진구 뚝섬로41길 33(자양동.서울자양중학교),37.5357298982053,127.074368913785,02  -446 -0365,http://jayang.sen.ms.kr,668,11.7,해당,있음,2,1,있음,2.0,4.0
성동구,성동광진교육지원청,중학교,성원중학교,서울특별시 성동구 성덕정9가길 13(성수동2가. 성원중학교),37.5394518246786,127.051383529488,02  -3408-2561,http://sungwon.sen.ms.kr,149,6.2,해당,있음,0,1,있음,1.0,3.0
광진구,성동광진교육지원청,중학교,선화예술중학교,서울특별시 광진구 천호대로 664. 선화예술중고등학교 (능동),37.5509798002896,127.087095159462,02  -2204-1100,https://sunhwaarts.sen.ms.kr,801,21.6,미해당,있음,0,1,있음,1.0,4.0
강북구,성북강북교육지원청,중학교,신일중학교,서울특별시 강북구 솔매로49길 20(미아동.신일중고등학교),37.627967222367,127.028403050284,02  -944 -9818,http://shinil.sen.ms.kr,327,13.1,해당,있음,1,1,있음,5.0,17.0
송파구,강동송파교육지원청,고등학교,가락고등학교,서울특별시 송파구 송이로 42(송파동.가락고등학교),37.5010563298142,127.116425801136,02  -416 -4658,http://garak.sen.hs.kr,746,11.8,미해당,있음,1,1,있음,3.0,2.0
강남구,강남서초교육지원청,고등학교,개포고등학교,서울특별시 강남구 개포로 402(개포동),37.4850425995284,127.059305485497,02  -576 -3333,http://gaepo.sen.hs.kr,666,10.7,미해당,있음,1,2,있음,0.0,0.0
성북구,성북강북교육지원청,고등학교,경동고등학교,서울특별시 성북구 보문로29길 49(삼선동3가. 경동고등학교),37.5859418116443,127.01457927632,02  -928 -2353,http://kyungdong.sen.hs.kr,462,9.2,미해당,있음,1,1,있음,1.0,1.0
구로구,남부교육지원청,고등학교,경인고등학교,서울특별시 구로구 경인로46길 31. 경인고등학교 (고척동),37.4959926823743,126.86542887783,02  -2618-3043,http://kyeongin.sen.hs.kr,1125,12.2,해당,있음,2,2,있음,0.0,3.0
구로구,남부교육지원청,고등학교,고척고등학교,서울특별시 구로구 중앙로15길 162(고척동. 고척고등학교),37.5080493827144,126.849869103403,02  -2616-9813,http://gocheok.sen.hs.kr,771,11.2,미해당,있음,1,1,있음,5.0,2.0
강남구,강남서초교육지원청,고등학교,청담고등학교,서울특별시 강남구 압구정로 419. 청담고등학교 (압구정동),37.5279473627751,127.043866627763,02  -3496-8203,http://chungdam.sen.hs.kr,384,5.9,미해당,있음,1,1,있음,0.0,0.0
마포구,서부교육지원청,고등학교,서울여자고등학교,서울특별시 마포구 백범로25길 34. 서울여자고등학교 (염리동),37.5478000312208,126.94902525222,02  -703 -2211,http://seoulgs.sen.hs.kr,801,11.4,미해당,있음,0,1,있음,2.0,0.0
동작구,동작관악교육지원청,고등학교,수도여자고등학교,서울특별시 동작구 여의대방로10길 73. 수도여자고등학교 (신대방동),37.4928014552579,126.914907105304,02  -2102-3506,http://sudogh.sen.hs.kr,779,10.7,미해당,있음,0,1,있음,1.0,1.0
송파구,강동송파교육지원청,고등학교,창덕여자고등학교,서울특별시 송파구 양재대로 1240.창덕여자고등학교 (방이동),37.5162747389886,127.140230435212,02  -401 -4924,http://changduk.sen.hs.kr,479,8.6,미해당,있음,1,1,있음,0.0,0.0
중랑구,동부교육지원청,고등학교,신현고등학교,서울특별시 중랑구 봉화산로 174. 신현고등학교 (상봉동),37.6051463854873,127.092996578059,02  -3422-2715,http://shinhyeon.sen.hs.kr,614,10.8,해당,있음,2,1,있음,2.0,3.0
영등포구,남부교육지원청,고등학교,선유고등학교,서울특별시 영등포구 선유로 227. 선유고등학교 (양평동4가),37.5339016190568,126.894850696134,02  -2069-0036,http://seonyoo.sen.hs.kr,584,10.6,미해당,있음,0,1,있음,4.0,0.0
강서구,강서양천교육지원청,고등학교,세현고등학교,서울특별시 강서구 허준로 227. 세현고등학교 (가양동),37.5604306618095,126.863621128106,02  -3663-1495,http://sehyun.sen.hs.kr,414,8.3,미해당,있음,0,1,있음,1.0,3.0
양천구,강서양천교육지원청,고등학교,신서고등학교,서울특별시 양천구 은행정로 42. 신서고등학교 (신정동),37.5239143189255,126.860209579436,02  -2690-0400,http://sinseo.sen.hs.kr,603,11.2,미해당,있음,1,1,있음,0.0,0.0
마포구,서부교육지원청,고등학교,상암고등학교,서울특별시 마포구 월드컵북로 445(상암동),37.5813414106022,126.883394497343,02  -373 -0041,http://sangam.sen.hs.kr,805,10.9,미해당,있음,2,1,있음,0.0,1.0
구로구,남부교육지원청,고등학교,구현고등학교,서울특별시 구로구 경인로53가길 17(구로동),37.5022832205782,126.874418207198,02  -2628-8916,http://guhyun.sen.hs.kr,761,11.5,미해당,있음,1,1,있음,0.0,0.0
노원구,북부교육지원청,고등학교,서라벌고등학교,서울특별시 노원구 한글비석로5길 18. (중계1동 313. 서라벌고등학교),37.6452565325417,127.075840635297,02  -2092-2200,http://sorabol.sen.hs.kr,966,12.4,미해당,있음,1,1,있음,14.0,0.0
